citation_id,citing_arxiv_id,citing_primary_category,split
2010.05842::p1,2010.05842,cs.LG,train
1408.2327::p40,1408.2327,cs.LG,val
2010.15003::p19,2010.15003,cs.LG,train
2010.13962::p27,2010.13962,cs.LG,train
1812.06610::p11,1812.06610,cs.LG,train
2011.05596::p6,2011.05596,cs.LG,val
1712.08164::p19,1712.08164,cs.LG,test
2011.05602::p7,2011.05602,cs.LG,train
1907.02211::p7,1907.02211,cs.LG,train
1701.02490::p20,1701.02490,cs.LG,train
1707.00300::p34,1707.00300,cs.LG,test
1812.06610::p13,1812.06610,cs.LG,train
1610.04161::p0,1610.04161,cs.LG,val
1911.09531::p61,1911.09531,cs.LG,train
2007.11735::p6,2007.11735,cs.LG,train
2011.02712::p4,2011.02712,cs.LG,test
2011.05525::p24,2011.05525,cs.LG,val
2011.05286::p16,2011.05286,cs.LG,val
2011.05080::p13,2011.05080,cs.LG,val
1712.08164::p25,1712.08164,cs.LG,test
1608.00895::p9,1608.00895,cs.LG,val
1911.10097::p41,1911.10097,cs.LG,train
2011.06485::p23,2011.06485,cs.LG,train
2011.06742::p57,2011.06742,cs.LG,val
2011.04194::p1,2011.04194,cs.LG,test
2010.14543::p26,2010.14543,cs.LG,val
1707.04873::p10,1707.04873,cs.LG,train
1606.05934::p2,1606.05934,cs.LG,train
1511.06049::p65,1511.06049,cs.LG,train
2011.02819::p40,2011.02819,cs.LG,train
2010.09892::p2,2010.09892,cs.LG,test
1802.04927::p22,1802.04927,cs.LG,train
2010.08920::p129,2010.08920,cs.LG,train
1906.01205::p4,1906.01205,cs.LG,train
1910.02312::p2,1910.02312,cs.LG,train
1711.08477::p5,1711.08477,cs.LG,test
1611.00138::p7,1611.00138,cs.LG,val
1602.02950::p24,1602.02950,cs.LG,test
2007.11735::p4,2007.11735,cs.LG,train
2011.06391::p70,2011.06391,cs.LG,test
2007.12324::p21,2007.12324,cs.LG,val
0906.0211::p21,0906.0211,cs.LG,val
1903.01567::p12,1903.01567,cs.LG,test
2011.04573::p1,2011.04573,cs.LG,val
2011.06485::p31,2011.06485,cs.LG,train
1907.08321::p6,1907.08321,cs.LG,test
1907.08321::p5,1907.08321,cs.LG,test
1610.04161::p59,1610.04161,cs.LG,val
1904.08149::p25,1904.08149,cs.LG,train
2005.05069::p0,2005.05069,cs.LG,train
2010.06684::p1,2010.06684,cs.LG,train
1512.04469::p81,1512.04469,cs.LG,test
1704.07978::p11,1704.07978,cs.LG,train
1704.03037::p56,1704.03037,cs.LG,train
1312.3388::p0,1312.3388,cs.LG,train
1707.01093::p5,1707.01093,cs.LG,train
2011.05816::p2,2011.05816,cs.LG,train
1408.2327::p53,1408.2327,cs.LG,val
1911.05699::p0,1911.05699,cs.LG,test
1601.02377::p7,1601.02377,cs.LG,test
1802.06771::p1,1802.06771,cs.LG,test
1407.3026::p16,1407.3026,cs.LG,test
2010.06178::p6,2010.06178,cs.LG,train
2011.04573::p52,2011.04573,cs.LG,val
2010.05771::p6,2010.05771,cs.LG,test
1901.01341::p33,1901.01341,cs.LG,train
2010.02275::p5,2010.02275,cs.LG,test
1609.05473::p1,1609.05473,cs.LG,test
2011.06803::p9,2011.06803,cs.LG,train
1702.01691::p75,1702.01691,cs.LG,train
1702.01691::p64,1702.01691,cs.LG,train
1502.05213::p17,1502.05213,cs.LG,val
2010.10341::p44,2010.10341,cs.LG,train
2008.05101::p1,2008.05101,cs.LG,test
2011.02819::p63,2011.02819,cs.LG,train
2010.06709::p1,2010.06709,cs.LG,test
1009.4766::p3,1009.4766,cs.LG,val
1502.05213::p10,1502.05213,cs.LG,val
2011.06210::p8,2011.06210,cs.LG,train
1703.09197::p12,1703.09197,cs.LG,train
1705.01209::p39,1705.01209,cs.LG,val
2011.05716::p26,2011.05716,cs.LG,train
1911.11555::p14,1911.11555,cs.LG,train
1906.08305::p20,1906.08305,cs.LG,train
2011.05705::p0,2011.05705,cs.LG,train
1910.09638::p19,1910.09638,cs.LG,test
1407.6067::p3,1407.6067,cs.LG,val
2010.02350::p2,2010.02350,cs.LG,val
1709.03942::p15,1709.03942,cs.LG,train
1709.03942::p1,1709.03942,cs.LG,train
1802.06771::p3,1802.06771,cs.LG,test
1511.06049::p16,1511.06049,cs.LG,train
1110.2416::p49,1110.2416,cs.LG,train
1910.07724::p17,1910.07724,cs.LG,train
1710.03368::p20,1710.03368,cs.LG,train
1708.07227::p33,1708.07227,cs.LG,train
1708.07227::p22,1708.07227,cs.LG,train
1611.00138::p23,1611.00138,cs.LG,val
2010.09163::p40,2010.09163,cs.LG,train
1509.04265::p5,1509.04265,cs.LG,test
1110.2416::p52,1110.2416,cs.LG,train
1802.04416::p2,1802.04416,cs.LG,val
2011.05816::p52,2011.05816,cs.LG,train
2011.00401::p10,2011.00401,cs.LG,train
1110.2416::p1,1110.2416,cs.LG,train
1512.04469::p16,1512.04469,cs.LG,test
1904.09656::p14,1904.09656,cs.LG,test
1708.07227::p30,1708.07227,cs.LG,train
1712.00600::p2,1712.00600,cs.LG,train
1407.3026::p9,1407.3026,cs.LG,test
1311.6556::p4,1311.6556,cs.LG,test
1703.01141::p3,1703.01141,cs.LG,train
1802.04416::p71,1802.04416,cs.LG,val
2010.15597::p10,2010.15597,cs.LG,train
2010.06870::p19,2010.06870,cs.LG,train
2011.06485::p17,2011.06485,cs.LG,train
2010.07426::p107,2010.07426,cs.LG,test
1707.01166::p2,1707.01166,cs.LG,train
2011.06182::p0,2011.06182,cs.LG,train
2011.06176::p54,2011.06176,cs.LG,train
1801.05535::p33,1801.05535,cs.LG,train
2007.12324::p42,2007.12324,cs.LG,val
1802.05649::p14,1802.05649,cs.LG,train
1705.00597::p4,1705.00597,cs.LG,train
1704.03298::p252,1704.03298,cs.LG,val
1705.07962::p4,1705.07962,cs.LG,val
2007.12567::p4,2007.12567,cs.LG,test
1502.03409::p18,1502.03409,cs.LG,val
2011.06176::p35,2011.06176,cs.LG,train
2010.05862::p40,2010.05862,cs.LG,val
2010.06870::p28,2010.06870,cs.LG,train
1602.02950::p2,1602.02950,cs.LG,test
1911.10097::p28,1911.10097,cs.LG,train
1801.05535::p14,1801.05535,cs.LG,train
2011.05519::p8,2011.05519,cs.LG,train
1801.05535::p21,1801.05535,cs.LG,train
1407.7722::p37,1407.7722,cs.LG,test
1702.01691::p6,1702.01691,cs.LG,train
1904.12386::p1,1904.12386,cs.LG,val
2009.09172::p0,2009.09172,cs.LG,test
2008.05598::p30,2008.05598,cs.LG,train
2008.05598::p109,2008.05598,cs.LG,train
1903.11748::p23,1903.11748,cs.LG,train
2010.15377::p14,2010.15377,cs.LG,train
2010.06870::p20,2010.06870,cs.LG,train
1710.03368::p24,1710.03368,cs.LG,train
1802.04416::p56,1802.04416,cs.LG,val
2011.06391::p1,2011.06391,cs.LG,test
1802.04416::p4,1802.04416,cs.LG,val
1708.07227::p8,1708.07227,cs.LG,train
1509.03755::p13,1509.03755,cs.LG,train
1703.01141::p4,1703.01141,cs.LG,train
1706.03256::p6,1706.03256,cs.LG,train
2005.05069::p8,2005.05069,cs.LG,train
2011.04573::p2,2011.04573,cs.LG,val
2010.09892::p11,2010.09892,cs.LG,test
2011.05664::p22,2011.05664,cs.LG,train
1605.08478::p17,1605.08478,cs.LG,val
2005.01004::p4,2005.01004,cs.LG,test
2010.05842::p10,2010.05842,cs.LG,train
2010.09892::p9,2010.09892,cs.LG,test
1803.00781::p4,1803.00781,cs.LG,train
2010.13962::p24,2010.13962,cs.LG,train
1710.11478::p31,1710.11478,cs.LG,val
2011.00580::p11,2011.00580,cs.LG,train
1705.00597::p0,1705.00597,cs.LG,train
1705.01209::p7,1705.01209,cs.LG,val
1206.4110::p3,1206.4110,cs.LG,val
1607.02444::p1,1607.02444,cs.LG,train
2010.07426::p171,2010.07426,cs.LG,test
1607.02444::p8,1607.02444,cs.LG,train
2011.06170::p74,2011.06170,cs.LG,train
1110.5051::p9,1110.5051,cs.LG,train
2011.06182::p34,2011.06182,cs.LG,train
2010.02275::p6,2010.02275,cs.LG,test
2011.06170::p6,2011.06170,cs.LG,train
1509.07234::p101,1509.07234,cs.LG,val
2011.06210::p0,2011.06210,cs.LG,train
2011.00580::p55,2011.00580,cs.LG,train
1812.05979::p0,1812.05979,cs.LG,train
2011.05596::p0,2011.05596,cs.LG,val
1802.10353::p9,1802.10353,cs.LG,val
2008.05101::p43,2008.05101,cs.LG,test
1601.02377::p38,1601.02377,cs.LG,test
2005.01004::p26,2005.01004,cs.LG,test
1706.04933::p1,1706.04933,cs.LG,train
2011.06176::p1,2011.06176,cs.LG,train
2010.15597::p9,2010.15597,cs.LG,train
2010.11463::p1,2010.11463,cs.LG,train
1509.07234::p20,1509.07234,cs.LG,val
1706.03256::p19,1706.03256,cs.LG,train
2010.06178::p27,2010.06178,cs.LG,train
2011.06803::p7,2011.06803,cs.LG,train
1911.04946::p72,1911.04946,cs.LG,train
2011.06041::p22,2011.06041,cs.LG,test
2011.06485::p41,2011.06485,cs.LG,train
2002.11882::p10,2002.11882,cs.LG,val
2007.08012::p62,2007.08012,cs.LG,train
2010.04062::p18,2010.04062,cs.LG,val
2010.15377::p27,2010.15377,cs.LG,train
1707.01093::p0,1707.01093,cs.LG,train
2010.13962::p15,2010.13962,cs.LG,train
2010.07426::p45,2010.07426,cs.LG,test
1707.04873::p18,1707.04873,cs.LG,train
2011.02036::p0,2011.02036,cs.LG,val
2011.06041::p3,2011.06041,cs.LG,test
1701.02490::p6,1701.02490,cs.LG,train
1709.05433::p1,1709.05433,cs.LG,train
2011.06742::p5,2011.06742,cs.LG,val
2002.11883::p15,2002.11883,cs.LG,train
1206.4110::p2,1206.4110,cs.LG,val
2011.05602::p27,2011.05602,cs.LG,train
1710.08496::p4,1710.08496,cs.LG,train
0906.0052::p46,0906.0052,cs.LG,train
1908.06871::p3,1908.06871,cs.LG,train
2010.13929::p13,2010.13929,cs.LG,test
2010.07426::p36,2010.07426,cs.LG,test
1904.07802::p16,1904.07802,cs.LG,train
1907.08321::p27,1907.08321,cs.LG,test
1906.08305::p8,1906.08305,cs.LG,train
1312.3388::p55,1312.3388,cs.LG,train
1707.04873::p0,1707.04873,cs.LG,train
1906.08305::p56,1906.08305,cs.LG,train
1408.2327::p43,1408.2327,cs.LG,val
2007.11735::p0,2007.11735,cs.LG,train
2007.11735::p9,2007.11735,cs.LG,train
1604.03640::p2,1604.03640,cs.LG,train
1712.09783::p3,1712.09783,cs.LG,train
1910.07724::p35,1910.07724,cs.LG,train
2011.00401::p80,2011.00401,cs.LG,train
1707.01166::p4,1707.01166,cs.LG,train
1912.12623::p5,1912.12623,cs.LG,train
0812.4044::p18,0812.4044,cs.LG,train
1801.05535::p0,1801.05535,cs.LG,train
1704.03037::p1,1704.03037,cs.LG,train
1511.05077::p43,1511.05077,cs.LG,train
2010.02275::p0,2010.02275,cs.LG,test
1611.00144::p75,1611.00144,cs.LG,train
1910.09638::p7,1910.09638,cs.LG,test
1904.09656::p3,1904.09656,cs.LG,test
2002.11883::p0,2002.11883,cs.LG,train
0906.0211::p54,0906.0211,cs.LG,val
1907.02211::p6,1907.02211,cs.LG,train
1911.10097::p10,1911.10097,cs.LG,train
1903.11748::p0,1903.11748,cs.LG,train
2011.06673::p4,2011.06673,cs.LG,val
2011.05080::p54,2011.05080,cs.LG,val
1312.3388::p74,1312.3388,cs.LG,train
1802.07417::p23,1802.07417,cs.LG,train
2002.11882::p19,2002.11882,cs.LG,val
2010.08015::p1,2010.08015,cs.LG,train
2004.04479::p2,2004.04479,cs.LG,train
1712.09783::p16,1712.09783,cs.LG,train
1611.00144::p7,1611.00144,cs.LG,train
1206.4110::p28,1206.4110,cs.LG,val
1509.03755::p34,1509.03755,cs.LG,train
1704.07978::p27,1704.07978,cs.LG,train
1611.00138::p3,1611.00138,cs.LG,val
1704.03037::p8,1704.03037,cs.LG,train
2010.06870::p15,2010.06870,cs.LG,train
1502.05472::p23,1502.05472,cs.LG,train
1712.09783::p39,1712.09783,cs.LG,train
1906.08305::p58,1906.08305,cs.LG,train
1912.05699::p19,1912.05699,cs.LG,train
2010.02350::p6,2010.02350,cs.LG,val
1907.09173::p0,1907.09173,cs.LG,test
1511.05077::p10,1511.05077,cs.LG,train
2010.12500::p2,2010.12500,cs.LG,val
1609.05473::p55,1609.05473,cs.LG,test
1701.02490::p48,1701.02490,cs.LG,train
0906.0052::p22,0906.0052,cs.LG,train
1407.6067::p2,1407.6067,cs.LG,val
2011.02955::p20,2011.02955,cs.LG,test
0812.4044::p113,0812.4044,cs.LG,train
2001.04292::p251,2001.04292,cs.LG,train
2011.05961::p19,2011.05961,cs.LG,train
1803.00443::p0,1803.00443,cs.LG,train
2009.09172::p6,2009.09172,cs.LG,test
2010.06178::p25,2010.06178,cs.LG,train
1510.02892::p18,1510.02892,cs.LG,train
2010.11463::p64,2010.11463,cs.LG,train
2008.05598::p13,2008.05598,cs.LG,train
2011.06041::p84,2011.06041,cs.LG,test
2011.06169::p11,2011.06169,cs.LG,val
2011.04573::p32,2011.04573,cs.LG,val
1704.02399::p36,1704.02399,cs.LG,train
1110.5051::p11,1110.5051,cs.LG,train
1905.06449::p48,1905.06449,cs.MA,test
1601.08116::p17,1601.08116,cs.MA,train
2206.09590::p63,2206.09590,cs.MA,test
2202.09422::p93,2202.09422,cs.MA,train
2012.11258::p27,2012.11258,cs.MA,test
1607.05540::p4,1607.05540,cs.MA,val
2210.00982::p35,2210.00982,cs.MA,test
2202.10450::p58,2202.10450,cs.MA,train
2110.07780::p44,2110.07780,cs.MA,val
2210.00201::p4,2210.00201,cs.MA,test
2001.02906::p59,2001.02906,cs.MA,test
2103.15894::p1,2103.15894,cs.MA,train
2201.07305::p43,2201.07305,cs.MA,train
2212.01454::p79,2212.01454,cs.MA,val
2209.14128::p10,2209.14128,cs.MA,train
2202.10612::p23,2202.10612,cs.MA,val
2102.00824::p4,2102.00824,cs.MA,train
2003.01040::p25,2003.01040,cs.MA,test
2205.14400::p8,2205.14400,cs.MA,train
2210.16063::p24,2210.16063,cs.MA,train
2207.09300::p12,2207.09300,cs.MA,train
2103.15894::p11,2103.15894,cs.MA,train
2102.07185::p26,2102.07185,cs.MA,val
2201.01099::p59,2201.01099,cs.MA,test
2112.14801::p59,2112.14801,cs.MA,train
2205.02061::p83,2205.02061,cs.MA,train
2210.13089::p37,2210.13089,cs.MA,val
2201.01099::p1,2201.01099,cs.MA,test
2203.12832::p35,2203.12832,cs.MA,test
2203.04052::p29,2203.04052,cs.MA,train
1901.09837::p5,1901.09837,cs.MA,train
2210.04365::p8,2210.04365,cs.MA,val
2012.04107::p57,2012.04107,cs.MA,test
2207.11143::p37,2207.11143,cs.MA,val
2002.02345::p50,2002.02345,cs.MA,train
2105.08187::p4,2105.08187,cs.MA,train
2208.01682::p89,2208.01682,cs.MA,train
1908.09184::p26,1908.09184,cs.MA,train
1909.09397::p59,1909.09397,cs.MA,train
2112.04454::p51,2112.04454,cs.MA,val
2206.11420::p65,2206.11420,cs.MA,train
1605.04360::p56,1605.04360,cs.MA,train
2210.11344::p17,2210.11344,cs.MA,train
2206.06758::p5,2206.06758,cs.MA,test
2208.07298::p5,2208.07298,cs.MA,val
2208.01430::p23,2208.01430,cs.MA,train
2211.02089::p10,2211.02089,cs.MA,test
2102.02919::p49,2102.02919,cs.MA,train
2211.01959::p4,2211.01959,cs.MA,train
2012.08255::p30,2012.08255,cs.MA,train
2207.08279::p11,2207.08279,cs.MA,val
2211.17077::p9,2211.17077,cs.MA,val
1601.08154::p49,1601.08154,cs.MA,train
1810.09206::p12,1810.09206,cs.MA,train
2206.09030::p13,2206.09030,cs.MA,train
2210.13015::p2,2210.13015,cs.MA,train
2208.07298::p14,2208.07298,cs.MA,val
2106.04958::p25,2106.04958,cs.MA,train
2011.14890::p1,2011.14890,cs.MA,test
2012.04861::p21,2012.04861,cs.MA,val
2211.02089::p11,2211.02089,cs.MA,test
2202.07741::p13,2202.07741,cs.MA,train
2012.03243::p37,2012.03243,cs.MA,train
2206.07642::p1,2206.07642,cs.MA,val
2012.03243::p22,2012.03243,cs.MA,train
1904.05267::p48,1904.05267,cs.MA,train
2206.11420::p68,2206.11420,cs.MA,train
2207.09300::p16,2207.09300,cs.MA,train
1810.01719::p4,1810.01719,cs.MA,train
2206.09889::p52,2206.09889,cs.MA,train
1207.0405::p36,1207.0405,cs.MA,train
2201.01099::p20,2201.01099,cs.MA,test
2211.13746::p61,2211.13746,cs.MA,test
2111.08882::p27,2111.08882,cs.MA,train
2105.04598::p31,2105.04598,cs.MA,train
2212.02395::p5,2212.02395,cs.MA,train
2012.08255::p26,2012.08255,cs.MA,train
2003.08158::p6,2003.08158,cs.MA,train
2206.13754::p87,2206.13754,cs.MA,train
1711.11068::p2,1711.11068,cs.MA,val
1810.09206::p34,1810.09206,cs.MA,train
1601.08162::p22,1601.08162,cs.MA,train
2107.06866::p1,2107.06866,cs.MA,val
2201.04612::p29,2201.04612,cs.MA,train
2211.02127::p8,2211.02127,cs.MA,test
2206.06758::p51,2206.06758,cs.MA,test
1903.03841::p44,1903.03841,cs.MA,train
2205.13718::p53,2205.13718,cs.MA,train
2210.00201::p9,2210.00201,cs.MA,test
2104.06654::p10,2104.06654,cs.MA,test
2212.00844::p15,2212.00844,cs.MA,val
2007.08521::p3,2007.08521,cs.MA,train
2205.00979::p42,2205.00979,cs.MA,test
2211.01480::p15,2211.01480,cs.MA,val
2206.00587::p10,2206.00587,cs.MA,test
2212.04122::p1,2212.04122,cs.MA,train
1811.09414::p5,1811.09414,cs.MA,train
2110.08172::p9,2110.08172,cs.MA,val
2203.10603::p26,2203.10603,cs.MA,train
1908.09184::p0,1908.09184,cs.MA,train
2210.05448::p9,2210.05448,cs.MA,val
2211.02127::p39,2211.02127,cs.MA,test
2207.08279::p9,2207.08279,cs.MA,val
2206.07642::p0,2206.07642,cs.MA,val
2112.01078::p34,2112.01078,cs.MA,train
2105.04598::p6,2105.04598,cs.MA,train
2106.00655::p4,2106.00655,cs.MA,val
2206.14614::p2,2206.14614,cs.MA,test
2208.01285::p35,2208.01285,cs.MA,train
2208.01285::p4,2208.01285,cs.MA,train
2203.01033::p0,2203.01033,cs.MA,train
2112.10252::p5,2112.10252,cs.MA,test
2107.06857::p31,2107.06857,cs.MA,train
2206.03253::p29,2206.03253,cs.MA,train
2206.09549::p5,2206.09549,cs.MA,val
2107.06857::p116,2107.06857,cs.MA,train
2212.00844::p10,2212.00844,cs.MA,val
2207.11143::p62,2207.11143,cs.MA,val
2110.07780::p39,2110.07780,cs.MA,val
2212.04122::p0,2212.04122,cs.MA,train
2206.12718::p84,2206.12718,cs.MA,train
2204.04910::p63,2204.04910,cs.MA,train
1901.09837::p1,1901.09837,cs.MA,train
1905.06449::p42,1905.06449,cs.MA,test
2105.07933::p4,2105.07933,cs.MA,test
2111.00438::p11,2111.00438,cs.MA,test
2202.04382::p9,2202.04382,cs.MA,train
2206.09889::p14,2206.09889,cs.MA,train
2210.06955::p28,2210.06955,cs.MA,train
2212.13379::p47,2212.13379,cs.MA,test
1711.11068::p11,1711.11068,cs.MA,val
2211.17077::p7,2211.17077,cs.MA,val
2105.08187::p17,2105.08187,cs.MA,train
2111.00438::p3,2111.00438,cs.MA,test
2206.09030::p6,2206.09030,cs.MA,train
2206.03253::p2,2206.03253,cs.MA,train
1207.0405::p25,1207.0405,cs.MA,train
2205.12503::p14,2205.12503,cs.MA,val
1706.08501::p9,1706.08501,cs.MA,train
2005.12712::p41,2005.12712,cs.MA,train
2001.07145::p14,2001.07145,cs.MA,val
2206.11824::p36,2206.11824,cs.MA,test
2107.06857::p132,2107.06857,cs.MA,train
2206.03253::p40,2206.03253,cs.MA,train
1802.01730::p9,1802.01730,cs.MA,test
2210.00201::p28,2210.00201,cs.MA,test
2208.01682::p4,2208.01682,cs.MA,train
1607.05540::p27,1607.05540,cs.MA,val
1905.06449::p30,1905.06449,cs.MA,test
1911.05908::p18,1911.05908,cs.MA,train
2112.14801::p0,2112.14801,cs.MA,train
2201.04612::p17,2201.04612,cs.MA,train
2104.06940::p7,2104.06940,cs.MA,train
2208.05071::p5,2208.05071,cs.MA,train
2012.04107::p39,2012.04107,cs.MA,test
2208.07298::p13,2208.07298,cs.MA,val
2201.01247::p0,2201.01247,cs.MA,train
2203.04052::p24,2203.04052,cs.MA,train
2202.01095::p0,2202.01095,cs.MA,test
2207.01017::p5,2207.01017,cs.MA,test
2210.06955::p17,2210.06955,cs.MA,train
2111.08882::p7,2111.08882,cs.MA,train
2207.09300::p15,2207.09300,cs.MA,train
2002.06684::p6,2002.06684,cs.MA,train
2109.08301::p2,2109.08301,cs.MA,train
2104.08759::p33,2104.08759,cs.MA,train
2206.11824::p22,2206.11824,cs.MA,test
2211.10198::p5,2211.10198,cs.MA,train
2003.01040::p2,2003.01040,cs.MA,test
2210.16063::p4,2210.16063,cs.MA,train
1905.04840::p46,1905.04840,cs.MA,train
2211.13746::p13,2211.13746,cs.MA,test
1706.02092::p6,1706.02092,cs.MA,train
1601.08154::p52,1601.08154,cs.MA,train
2003.06906::p22,2003.06906,cs.MA,train
2102.00824::p1,2102.00824,cs.MA,train
2202.01095::p14,2202.01095,cs.MA,test
2212.00844::p17,2212.00844,cs.MA,val
1801.00259::p7,1801.00259,cs.MA,train
2204.06603::p31,2204.06603,cs.MA,test
2203.04052::p4,2203.04052,cs.MA,train
2102.10540::p73,2102.10540,cs.MA,train
2106.04958::p55,2106.04958,cs.MA,train
2011.14148::p67,2011.14148,cs.MA,train
2111.14310::p4,2111.14310,cs.MA,train
1905.04840::p2,1905.04840,cs.MA,train
2206.12718::p71,2206.12718,cs.MA,train
1802.01730::p6,1802.01730,cs.MA,test
2202.04382::p1,2202.04382,cs.MA,train
2111.00438::p64,2111.00438,cs.MA,test
2211.10802::p8,2211.10802,cs.MA,train
2106.11156::p4,2106.11156,cs.MA,val
1801.00259::p6,1801.00259,cs.MA,train
2104.06940::p3,2104.06940,cs.MA,train
1901.09837::p18,1901.09837,cs.MA,train
2211.02089::p1,2211.02089,cs.MA,test
2001.07145::p3,2001.07145,cs.MA,val
1810.09206::p0,1810.09206,cs.MA,train
2201.07305::p62,2201.07305,cs.MA,train
2206.00587::p2,2206.00587,cs.MA,test
2112.04454::p54,2112.04454,cs.MA,val
2103.08067::p12,2103.08067,cs.MA,train
2205.12503::p0,2205.12503,cs.MA,val
2210.09646::p57,2210.09646,cs.MA,train
1607.05540::p3,1607.05540,cs.MA,val
1601.08162::p2,1601.08162,cs.MA,train
1908.09184::p2,1908.09184,cs.MA,train
2201.01247::p26,2201.01247,cs.MA,train
2104.06654::p39,2104.06654,cs.MA,test
2106.05188::p4,2106.05188,cs.MA,train
2206.11420::p6,2206.11420,cs.MA,train
1904.05267::p36,1904.05267,cs.MA,train
1601.08162::p28,1601.08162,cs.MA,train
2102.07185::p16,2102.07185,cs.MA,val
2205.00979::p40,2205.00979,cs.MA,test
2212.04122::p28,2212.04122,cs.MA,train
2003.01040::p32,2003.01040,cs.MA,test
2110.08172::p7,2110.08172,cs.MA,val
2105.10605::p62,2105.10605,cs.MA,test
2205.14396::p4,2205.14396,cs.MA,val
2112.04454::p4,2112.04454,cs.MA,val
2102.00824::p11,2102.00824,cs.MA,train
1612.03433::p2,1612.03433,cs.MA,train
1810.01719::p0,1810.01719,cs.MA,train
2106.06828::p13,2106.06828,cs.MA,train
1508.04531::p12,1508.04531,cs.MA,train
2208.07298::p12,2208.07298,cs.MA,val
1605.04360::p30,1605.04360,cs.MA,train
2211.10198::p33,2211.10198,cs.MA,train
2103.15894::p45,2103.15894,cs.MA,train
2208.01430::p24,2208.01430,cs.MA,train
2207.08279::p7,2207.08279,cs.MA,val
2210.16063::p5,2210.16063,cs.MA,train
2206.09549::p28,2206.09549,cs.MA,val
2211.03936::p1,2211.03936,cs.MA,train
2206.00587::p7,2206.00587,cs.MA,test
2105.10605::p12,2105.10605,cs.MA,test
2112.10252::p2,2112.10252,cs.MA,test
2105.10716::p3,2105.10716,cs.MA,test
2202.09489::p14,2202.09489,cs.MA,val
2112.04454::p37,2112.04454,cs.MA,val
2210.04365::p48,2210.04365,cs.MA,val
2106.04958::p0,2106.04958,cs.MA,train
2202.10612::p0,2202.10612,cs.MA,val
1904.05267::p8,1904.05267,cs.MA,train
2106.05188::p3,2106.05188,cs.MA,train
1905.06449::p1,1905.06449,cs.MA,test
2206.13754::p86,2206.13754,cs.MA,train
2206.00587::p11,2206.00587,cs.MA,test
2011.14890::p7,2011.14890,cs.MA,test
2207.08279::p3,2207.08279,cs.MA,val
2007.08521::p1,2007.08521,cs.MA,train
2208.01285::p32,2208.01285,cs.MA,train
2011.14148::p2,2011.14148,cs.MA,train
2206.14614::p0,2206.14614,cs.MA,test
2102.10540::p25,2102.10540,cs.MA,train
2106.06828::p32,2106.06828,cs.MA,train
2102.02919::p21,2102.02919,cs.MA,train
2011.14148::p1,2011.14148,cs.MA,train
2210.09646::p63,2210.09646,cs.MA,train
2210.13015::p1,2210.13015,cs.MA,train
1811.09414::p0,1811.09414,cs.MA,train
1903.03841::p10,1903.03841,cs.MA,train
2005.12712::p0,2005.12712,cs.MA,train
2112.10252::p24,2112.10252,cs.MA,test
2212.01454::p72,2212.01454,cs.MA,val
2203.10603::p0,2203.10603,cs.MA,train
2104.06654::p7,2104.06654,cs.MA,test
2211.03658::p2,2211.03658,cs.MA,train
2208.05071::p3,2208.05071,cs.MA,train
1601.08116::p10,1601.08116,cs.MA,train
2111.14310::p0,2111.14310,cs.MA,train
2204.01395::p5,2204.01395,cs.MA,train
2206.09030::p2,2206.09030,cs.MA,train
2206.09030::p46,2206.09030,cs.MA,train
2202.09422::p101,2202.09422,cs.MA,train
2202.07741::p40,2202.07741,cs.MA,train
2205.02061::p73,2205.02061,cs.MA,train
2110.00506::p17,2110.00506,cs.MA,val
2201.04612::p85,2201.04612,cs.MA,train
2202.10449::p0,2202.10449,cs.MA,val
2212.02395::p6,2212.02395,cs.MA,train
1508.04531::p4,1508.04531,cs.MA,train
2001.02906::p9,2001.02906,cs.MA,test
1801.00259::p9,1801.00259,cs.MA,train
2012.11047::p31,2012.11047,cs.MA,train
1909.09397::p39,1909.09397,cs.MA,train
2206.09549::p0,2206.09549,cs.MA,val
1508.04531::p15,1508.04531,cs.MA,train
2211.01480::p4,2211.01480,cs.MA,val
1802.01730::p21,1802.01730,cs.MA,test
1607.05540::p6,1607.05540,cs.MA,val
2210.13089::p42,2210.13089,cs.MA,val
1708.00194::p2,1708.00194,cs.MA,val
2204.04910::p1,2204.04910,cs.MA,train
2210.11055::p3,2210.11055,cs.MA,train
2205.13718::p44,2205.13718,cs.MA,train
2204.04910::p61,2204.04910,cs.MA,train
2212.01454::p7,2212.01454,cs.MA,val
2205.13718::p34,2205.13718,cs.MA,train
2106.06828::p0,2106.06828,cs.MA,train
2003.01040::p33,2003.01040,cs.MA,test
2201.07305::p11,2201.07305,cs.MA,train
2202.09422::p5,2202.09422,cs.MA,train
2202.09422::p32,2202.09422,cs.MA,train
2102.02919::p14,2102.02919,cs.MA,train
2106.00655::p2,2106.00655,cs.MA,val
2204.06603::p2,2204.06603,cs.MA,test
2202.10450::p55,2202.10450,cs.MA,train
2212.13379::p74,2212.13379,cs.MA,test
2205.02061::p24,2205.02061,cs.MA,train
2208.01682::p0,2208.01682,cs.MA,train
2012.08255::p1,2012.08255,cs.MA,train
2105.10716::p0,2105.10716,cs.MA,test
2011.14148::p60,2011.14148,cs.MA,train
2001.02906::p6,2001.02906,cs.MA,test
2104.06940::p19,2104.06940,cs.MA,train
2210.00982::p23,2210.00982,cs.MA,test
2205.06678::p2,2205.06678,cs.MA,val
2205.12503::p75,2205.12503,cs.MA,val
